"id","title","artists_id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","country","",""
"13","CHAPA","[4ncaw2cfA3Wlly1tBD2eWt, 5O5qjKWtduHgXxeEYbbSxz]","0.897","0.505","0","-6.243","1","0.2860","0.2750","0.000761","0.0836","0.527","139.981","audio_features","4uFYkBaLGIhBaLT9KbhyPt","spotify:track:4uFYkBaLGIhBaLT9KbhyPt","https://api.spotify.com/v1/tracks/4uFYkBaLGIhBaLT9KbhyPt","https://api.spotify.com/v1/audio-analysis/4uFYkBaLGIhBaLT9KbhyPt","120053","4","Dominican Republic","",""
"14","Hola Perdida","[7eUSP77ZhnXleSue48JWiT]","0.527","0.915","9","-4.864","0","0.1410","0.0633","0.000011","0.1360","0.879","163.385","audio_features","23z7S6AC0ZGysT7jYeSZxB","spotify:track:23z7S6AC0ZGysT7jYeSZxB","https://api.spotify.com/v1/tracks/23z7S6AC0ZGysT7jYeSZxB","https://api.spotify.com/v1/audio-analysis/23z7S6AC0ZGysT7jYeSZxB","238595","4","Dominican Republic","",""
"15","Baccarat","[5rlinmh5Y0p4zfMY5qngpX]","0.670","0.626","4","-9.997","0","0.2470","0.2110","0.000000","0.1090","0.491","90.084","audio_features","1OCeWoyUwGq1ZLGk3xxCBj","spotify:track:1OCeWoyUwGq1ZLGk3xxCBj","https://api.spotify.com/v1/tracks/1OCeWoyUwGq1ZLGk3xxCBj","https://api.spotify.com/v1/audio-analysis/1OCeWoyUwGq1ZLGk3xxCBj","149333","4","Dominican Republic","",""
"16","Ellos Vienen Ellos Van - Remix","[4UcGO4hOufILa9qGd3KOCo, 4lpMINWZQ39N9joHJFmgDE, 30TfJAUX5Aeh7qKjyndmsO]","0.870","0.680","6","-2.860","0","0.1290","0.0368","0.000001","0.6750","0.219","104.955","audio_features","6OrYFEipXhLOZPHonr62mU","spotify:track:6OrYFEipXhLOZPHonr62mU","https://api.spotify.com/v1/tracks/6OrYFEipXhLOZPHonr62mU","https://api.spotify.com/v1/audio-analysis/6OrYFEipXhLOZPHonr62mU","124028","4","Dominican Republic","",""
"17","Que linda","[2rMFPjySMqkgBajkLKL6zo, 2dHbjVgpO3NvzY8D7yZvji, 0L7AJNWmGtSjzASON8eTDW, 7w0t8O8nbirfLvGJgKK0xk]","0.681","0.592","4","-7.898","0","0.4060","0.0272","0.000628","0.1860","0.802","187.345","audio_features","1FExEHMPs4J1qLZTPFOuaX","spotify:track:1FExEHMPs4J1qLZTPFOuaX","https://api.spotify.com/v1/tracks/1FExEHMPs4J1qLZTPFOuaX","https://api.spotify.com/v1/audio-analysis/1FExEHMPs4J1qLZTPFOuaX","137760","3","Dominican Republic","",""
"18","PIKY","[1y8spb5Thg0p5ybNtdk4tu, 7w0t8O8nbirfLvGJgKK0xk]","0.793","0.713","10","-6.749","0","0.4060","0.0192","0.000002","0.3340","0.889","117.970","audio_features","3s53B1v7ijagovFhhWVX8n","spotify:track:3s53B1v7ijagovFhhWVX8n","https://api.spotify.com/v1/tracks/3s53B1v7ijagovFhhWVX8n","https://api.spotify.com/v1/audio-analysis/3s53B1v7ijagovFhhWVX8n","118999","4","Dominican Republic","",""
"19","Si Antes Te Hubiera Conocido","[790FomKkXshlbRYZFtlgla]","0.924","0.668","11","-6.795","1","0.0469","0.4460","0.000594","0.0678","0.787","128.027","audio_features","6WatFBLVB0x077xWeoVc2k","spotify:track:6WatFBLVB0x077xWeoVc2k","https://api.spotify.com/v1/tracks/6WatFBLVB0x077xWeoVc2k","https://api.spotify.com/v1/audio-analysis/6WatFBLVB0x077xWeoVc2k","195824","4","Dominican Republic","",""
"20","EBRIO","[6kq4GHwUcUojGIu0ziSNXf, 6GlX3FdCQrMftGfVaWcmPZ]","0.749","0.648","8","-5.766","0","0.0972","0.1190","0.000000","0.1590","0.503","163.926","audio_features","0c1ctKLU6NrzBXYJBz8z4p","spotify:track:0c1ctKLU6NrzBXYJBz8z4p","https://api.spotify.com/v1/tracks/0c1ctKLU6NrzBXYJBz8z4p","https://api.spotify.com/v1/audio-analysis/0c1ctKLU6NrzBXYJBz8z4p","159219","4","Dominican Republic","",""
"21","DEGENERE 👑 (feat. benny blanco)","[7iK8PXO48WeuP03g8YR51W, 5CiGnKThu5ctn9pBxv7DGa]","0.744","0.709","6","-5.778","0","0.2840","0.0501","0.000000","0.0847","0.712","194.055","audio_features","0qeIFEGRQqHoaJtLCl0U73","spotify:track:0qeIFEGRQqHoaJtLCl0U73","https://api.spotify.com/v1/tracks/0qeIFEGRQqHoaJtLCl0U73","https://api.spotify.com/v1/audio-analysis/0qeIFEGRQqHoaJtLCl0U73","130880","4","Dominican Republic","",""
"22","LA PRIMERA VEZ (feat. NTG)","[7iK8PXO48WeuP03g8YR51W, 6GlX3FdCQrMftGfVaWcmPZ]","0.672","0.701","1","-5.523","0","0.3050","0.1040","0.000000","0.1130","0.399","91.312","audio_features","1nlE7HodTsB0IHA3HkR6gd","spotify:track:1nlE7HodTsB0IHA3HkR6gd","https://api.spotify.com/v1/tracks/1nlE7HodTsB0IHA3HkR6gd","https://api.spotify.com/v1/audio-analysis/1nlE7HodTsB0IHA3HkR6gd","171827","4","Dominican Republic","",""
"23","A 30","[1y8spb5Thg0p5ybNtdk4tu, 7w0t8O8nbirfLvGJgKK0xk]","0.540","0.960","10","-3.679","0","0.1470","0.0653","0.012900","0.3090","0.737","159.294","audio_features","2h2Kllyx5wpXvrYN3M8CG1","spotify:track:2h2Kllyx5wpXvrYN3M8CG1","https://api.spotify.com/v1/tracks/2h2Kllyx5wpXvrYN3M8CG1","https://api.spotify.com/v1/audio-analysis/2h2Kllyx5wpXvrYN3M8CG1","115433","5","Dominican Republic","",""
"24","El Perdedor","[1qto4hHid1P71emI6Fd8xi]","0.779","0.589","5","-10.645","1","0.0345","0.3320","0.000000","0.1200","0.894","128.044","audio_features","27ze5t5tIDPlVits0KRbxT","spotify:track:27ze5t5tIDPlVits0KRbxT","https://api.spotify.com/v1/tracks/27ze5t5tIDPlVits0KRbxT","https://api.spotify.com/v1/audio-analysis/27ze5t5tIDPlVits0KRbxT","215213","4","Dominican Republic","",""
"25","UWAIE","[3UTF2no3muGdiFXVujl94i]","0.705","0.783","9","-4.783","0","0.0403","0.13800","0.000000","0.0984","0.454","103.001","audio_features","5QjmUqgpPQgXgg4606DqZF","spotify:track:5QjmUqgpPQgXgg4606DqZF","https://api.spotify.com/v1/tracks/5QjmUqgpPQgXgg4606DqZF","https://api.spotify.com/v1/audio-analysis/5QjmUqgpPQgXgg4606DqZF","172427","4","Dominican Republic","",""
"26","Frente al Mar","[7a0XAaPaK2aDSqa8p3QnC7]","0.750","0.682","10","-3.825","1","0.0945","0.16800","0.000001","0.1120","0.618","100.036","audio_features","60u6hcpH5Qm1M3xESdNBrB","spotify:track:60u6hcpH5Qm1M3xESdNBrB","https://api.spotify.com/v1/tracks/60u6hcpH5Qm1M3xESdNBrB","https://api.spotify.com/v1/audio-analysis/60u6hcpH5Qm1M3xESdNBrB","165178","4","Dominican Republic","",""
"27","Los Infieles","[1qto4hHid1P71emI6Fd8xi]","0.745","0.716","9","-8.221","0","0.0411","0.20200","0.000000","0.0590","0.817","132.932","audio_features","0HDHY6RSHHG2ZTE0cMT4GJ","spotify:track:0HDHY6RSHHG2ZTE0cMT4GJ","https://api.spotify.com/v1/tracks/0HDHY6RSHHG2ZTE0cMT4GJ","https://api.spotify.com/v1/audio-analysis/0HDHY6RSHHG2ZTE0cMT4GJ","257187","4","Dominican Republic","",""
"28","Dile al Amor","[1qto4hHid1P71emI6Fd8xi]","0.825","0.605","11","-9.710","1","0.0376","0.07640","0.000000","0.3140","0.944","124.005","audio_features","2Bhmj4XK33InfhqKPxcJ1v","spotify:track:2Bhmj4XK33InfhqKPxcJ1v","https://api.spotify.com/v1/tracks/2Bhmj4XK33InfhqKPxcJ1v","https://api.spotify.com/v1/audio-analysis/2Bhmj4XK33InfhqKPxcJ1v","229360","4","Dominican Republic","",""
"29","Mala Mujer","[5wJ6ampK4rbYM4QjhIbsGa, 7qYeIN2r4H1kBvr0Gm9Iav]","0.799","0.760","7","-4.762","0","0.0615","0.18400","0.000000","0.1480","0.948","115.042","audio_features","6LkoWYYXeRISrlQCMhObCc","spotify:track:6LkoWYYXeRISrlQCMhObCc","https://api.spotify.com/v1/tracks/6LkoWYYXeRISrlQCMhObCc","https://api.spotify.com/v1/audio-analysis/6LkoWYYXeRISrlQCMhObCc","194087","4","Dominican Republic","",""
"30","callaito","[44cW3xznP61BXbu0e7fgxn, 6GlX3FdCQrMftGfVaWcmPZ, 12lHTAdc9T204lw5qPtasv]","0.615","0.751","8","-4.943","0","0.2780","0.48400","0.000688","0.1360","0.747","92.616","audio_features","7GIXn9cxzEhZa63bzoxCqK","spotify:track:7GIXn9cxzEhZa63bzoxCqK","https://api.spotify.com/v1/tracks/7GIXn9cxzEhZa63bzoxCqK","https://api.spotify.com/v1/audio-analysis/7GIXn9cxzEhZa63bzoxCqK","132766","4","Dominican Republic","",""
"31","PERRO NEGRO","[4q3ewBCX7sLwd24euuV69X, 2LRoIwlKmHjgvigdNGBHNo]","0.911","0.778","5","-2.248","1","0.2620","0.08870","0.000022","0.1790","0.345","96.057","audio_features","7iQXYTyuG13aoeHxGG28Nh","spotify:track:7iQXYTyuG13aoeHxGG28Nh","https://api.spotify.com/v1/tracks/7iQXYTyuG13aoeHxGG28Nh","https://api.spotify.com/v1/audio-analysis/7iQXYTyuG13aoeHxGG28Nh","162768","4","Dominican Republic","",""
"32","Back To Back","[0XXR1ghu7pFEcfdmhq52E9, 1f7FtdbdaRjeeOr0gK9f3L]","0.598","0.822","11","-3.649","1","0.3930","0.54700","0.000000","0.7170","0.608","97.776","audio_features","14ljxdLzjTxpfSA5oPee59","spotify:track:14ljxdLzjTxpfSA5oPee59","https://api.spotify.com/v1/tracks/14ljxdLzjTxpfSA5oPee59","https://api.spotify.com/v1/audio-analysis/14ljxdLzjTxpfSA5oPee59","139743","4","Dominican Republic","",""
"33","Mejor","[0b4EVanoJb8wkWF7QUA3uY, 6GlX3FdCQrMftGfVaWcmPZ]","0.757","0.746","0","-3.665","1","0.0428","0.56000","0.000001","0.2350","0.393","95.934","audio_features","2VyQdvvOsNifCt5DrT0NS1","spotify:track:2VyQdvvOsNifCt5DrT0NS1","https://api.spotify.com/v1/tracks/2VyQdvvOsNifCt5DrT0NS1","https://api.spotify.com/v1/audio-analysis/2VyQdvvOsNifCt5DrT0NS1","148750","4","Dominican Republic","",""
"34","LUNA","[2LRoIwlKmHjgvigdNGBHNo, 7jAs1uPnpfNmT6e5qtEPxq]","0.774","0.860","7","-2.888","0","0.1300","0.13100","0.000000","0.1160","0.446","100.019","audio_features","7bywjHOc0wSjGGbj04XbVi","spotify:track:7bywjHOc0wSjGGbj04XbVi","https://api.spotify.com/v1/tracks/7bywjHOc0wSjGGbj04XbVi","https://api.spotify.com/v1/audio-analysis/7bywjHOc0wSjGGbj04XbVi","196800","4","Dominican Republic","",""
"35","Die With A Smile","[1HY2Jd0NmPuamShAr6KMms, 0du5cEVh5yTK9QJze8zA0C]","0.521","0.592","6","-7.777","0","0.0304","0.30800","0.000000","0.1220","0.535","157.969","audio_features","2plbrEY59IikOBgBGLjaoe","spotify:track:2plbrEY59IikOBgBGLjaoe","https://api.spotify.com/v1/tracks/2plbrEY59IikOBgBGLjaoe","https://api.spotify.com/v1/audio-analysis/2plbrEY59IikOBgBGLjaoe","251668","3","Dominican Republic","",""
"36","Who","[1oSPZhvZMIrWW5I41kPkkY]","0.660","0.756","0","-3.743","0","0.0320","0.00289","0.000000","0.1930","0.838","116.034","audio_features","7tI8dRuH2Yc6RuoTjxo4dU","spotify:track:7tI8dRuH2Yc6RuoTjxo4dU","https://api.spotify.com/v1/tracks/7tI8dRuH2Yc6RuoTjxo4dU","https://api.spotify.com/v1/audio-analysis/7tI8dRuH2Yc6RuoTjxo4dU","170888","4","Dominican Republic","",""
"37","Santa","[1fctva4kpRbg2k3v7kwRuS, 1mcTU81TzQhprhouKaTkpq, 3ZpEKRjHaHANcpk10u6Ntq]","0.725","0.709","3","-5.017","0","0.1290","0.32100","0.000189","0.1140","0.648","99.993","audio_features","6a9Z1jUms915w4O7N1PxjY","spotify:track:6a9Z1jUms915w4O7N1PxjY","https://api.spotify.com/v1/tracks/6a9Z1jUms915w4O7N1PxjY","https://api.spotify.com/v1/audio-analysis/6a9Z1jUms915w4O7N1PxjY","193039","4","Dominican Republic","",""
"38","Dicelo Si Tu la Vez","[0B4uq7LA4vdVwFPDoOcVtw]","0.669","0.734","1","-4.874","1","0.4490","0.09840","0.000003","0.6580","0.829","191.625","audio_features","5HAZBGTTjn6RrnM7lN50vd","spotify:track:5HAZBGTTjn6RrnM7lN50vd","https://api.spotify.com/v1/tracks/5HAZBGTTjn6RrnM7lN50vd","https://api.spotify.com/v1/audio-analysis/5HAZBGTTjn6RrnM7lN50vd","125625","3","Dominican Republic","",""
"39","Cuero Caro","[6GlX3FdCQrMftGfVaWcmPZ, 0tR60pwxQ5WKjPxQcKoCQ7]","0.550","0.615","6","-11.445","1","0.6250","0.33400","0.000000","0.1880","0.634","90.649","audio_features","7axxLnHLlcHeXkc4Si82zN","spotify:track:7axxLnHLlcHeXkc4Si82zN","https://api.spotify.com/v1/tracks/7axxLnHLlcHeXkc4Si82zN","https://api.spotify.com/v1/audio-analysis/7axxLnHLlcHeXkc4Si82zN","158242","4","Dominican Republic","",""
"40","Suano","[6GlX3FdCQrMftGfVaWcmPZ, 6kq4GHwUcUojGIu0ziSNXf]","0.782","0.840","1","-4.843","1","0.0598","0.27100","0.002120","0.1110","0.606","104.973","audio_features","79OU5n2Y8jMcWgYZJ2DhAd","spotify:track:79OU5n2Y8jMcWgYZJ2DhAd","https://api.spotify.com/v1/tracks/79OU5n2Y8jMcWgYZJ2DhAd","https://api.spotify.com/v1/audio-analysis/79OU5n2Y8jMcWgYZJ2DhAd","137265","4","Dominican Republic","",""
"41","Ante","[6GlX3FdCQrMftGfVaWcmPZ]","0.599","0.645","1","-7.162","0","0.4380","0.56100","0.000000","0.1000","0.864","98.952","audio_features","6GjJOJ3TWG4TTNmQ12fInn","spotify:track:6GjJOJ3TWG4TTNmQ12fInn","https://api.spotify.com/v1/tracks/6GjJOJ3TWG4TTNmQ12fInn","https://api.spotify.com/v1/audio-analysis/6GjJOJ3TWG4TTNmQ12fInn","125087","4","Dominican Republic","",""
"42","Te la Parto - Remix","[0PPgD3dY7wrxsMe021mByK, 4ncaw2cfA3Wlly1tBD2eWt, 30TfJAUX5Aeh7qKjyndmsO]","0.587","0.600","5","-6.261","1","0.3300","0.07220","0.000142","0.5010","0.609","206.156","audio_features","1SwgbVS16zRVJTsMW3RHUR","spotify:track:1SwgbVS16zRVJTsMW3RHUR","https://api.spotify.com/v1/tracks/1SwgbVS16zRVJTsMW3RHUR","https://api.spotify.com/v1/audio-analysis/1SwgbVS16zRVJTsMW3RHUR","131273","3","Dominican Republic","",""
"43","To No Morimo","[2dHbjVgpO3NvzY8D7yZvji]","0.537","0.900","0","-1.021","1","0.3940","0.05880","0.000709","0.0509","0.861","191.072","audio_features","0WjYqtGGmGoPEVGk5kFqu8","spotify:track:0WjYqtGGmGoPEVGk5kFqu8","https://api.spotify.com/v1/tracks/0WjYqtGGmGoPEVGk5kFqu8","https://api.spotify.com/v1/audio-analysis/0WjYqtGGmGoPEVGk5kFqu8","144005","3","Dominican Republic","",""
"44","+57","[790FomKkXshlbRYZFtlgla, 2LRoIwlKmHjgvigdNGBHNo, 6ndLrsgT3MV5CNxIrW71fw, 3m5qlPf2OkihLz3dRYnkPA, 1vyhD5VmyZ7KMfW5gqLgo5, 1r4hJ1h58CWwUQe3MxPuau, 7j6DKwmjbxvpQO8h914uEz, 1TA5sGRlKUJXBN4ZyJuDIX]","0.848","0.712","1","-3.574","0","0.0981","0.22100","0.000000","0.1060","0.692","91.980","audio_features","3mg9jYNC1NihbthlglzrWP","spotify:track:3mg9jYNC1NihbthlglzrWP","https://api.spotify.com/v1/tracks/3mg9jYNC1NihbthlglzrWP","https://api.spotify.com/v1/audio-analysis/3mg9jYNC1NihbthlglzrWP","298131","4","Dominican Republic","",""
"45","Tuwi Tuwi","[0B4uq7LA4vdVwFPDoOcVtw, 2dHbjVgpO3NvzY8D7yZvji]","0.870","0.506","2","-8.954","1","0.4980","0.03670","0.000021","0.0480","0.705","129.637","audio_features","4JfRDEkkMYiLp76wepG9Vw","spotify:track:4JfRDEkkMYiLp76wepG9Vw","https://api.spotify.com/v1/tracks/4JfRDEkkMYiLp76wepG9Vw","https://api.spotify.com/v1/audio-analysis/4JfRDEkkMYiLp76wepG9Vw","135231","4","Dominican Republic","",""
"46","Seco","[6GlX3FdCQrMftGfVaWcmPZ, 2kF83E9c7WmW5XdqwUrJd2]","0.572","0.668","1","-4.019","1","0.1960","0.32400","0.000003","0.3380","0.718","91.342","audio_features","3HBKC7ziF2MyZVbCpRnepX","spotify:track:3HBKC7ziF2MyZVbCpRnepX","https://api.spotify.com/v1/tracks/3HBKC7ziF2MyZVbCpRnepX","https://api.spotify.com/v1/audio-analysis/3HBKC7ziF2MyZVbCpRnepX","165161","4","Dominican Republic","",""
"47","Por un Segundo","[1qto4hHid1P71emI6Fd8xi]","0.811","0.562","5","-10.183","0","0.0368","0.13700","0.000000","0.0623","0.965","129.039","audio_features","2MioxSroS0g1mi24LLfcnq","spotify:track:2MioxSroS0g1mi24LLfcnq","https://api.spotify.com/v1/tracks/2MioxSroS0g1mi24LLfcnq","https://api.spotify.com/v1/audio-analysis/2MioxSroS0g1mi24LLfcnq","255027","4","Dominican Republic","",""
"48","Soltera","[6GlX3FdCQrMftGfVaWcmPZ]","0.644","0.690","1","-8.382","1","0.2190","0.10700","0.000000","0.3280","0.442","95.019","audio_features","5tzUJfMnLfAsjliIvdQl7Y","spotify:track:5tzUJfMnLfAsjliIvdQl7Y","https://api.spotify.com/v1/tracks/5tzUJfMnLfAsjliIvdQl7Y","https://api.spotify.com/v1/audio-analysis/5tzUJfMnLfAsjliIvdQl7Y","146526","4","Dominican Republic","",""
"49","Cierra La Puerta","[0XXR1ghu7pFEcfdmhq52E9, 6GlX3FdCQrMftGfVaWcmPZ]","0.583","0.589","11","-7.911","0","0.3690","0.66300","0.000000","0.1890","0.655","88.600","audio_features","4jz9oKHdzwfNZAJXGN3GuZ","spotify:track:4jz9oKHdzwfNZAJXGN3GuZ","https://api.spotify.com/v1/tracks/4jz9oKHdzwfNZAJXGN3GuZ","https://api.spotify.com/v1/audio-analysis/4jz9oKHdzwfNZAJXGN3GuZ","129335","4","Dominican Republic","",""
"0","Tu Boda","[3l9G1G9MxH6DaRhwLklaf5, 0ys2OFYzWYB5hRDLCsBqxt]","0.694","0.651","6","-6.968","1","0.0784","0.4960","0.000014","0.0787","0.471","112.648","audio_features","1cOboCuWYI2osTOfolMRS6","spotify:track:1cOboCuWYI2osTOfolMRS6","https://api.spotify.com/v1/tracks/1cOboCuWYI2osTOfolMRS6","https://api.spotify.com/v1/audio-analysis/1cOboCuWYI2osTOfolMRS6","225881","3","Guatemala","",""
"1","Rey Sin Reina","[1bfl0AU8SqmLkElptOprhC]","0.529","0.356","3","-6.612","1","0.0569","0.2900","0.000000","0.1360","0.659","169.653","audio_features","0BiDnJFB3TlRB6aji7jUz3","spotify:track:0BiDnJFB3TlRB6aji7jUz3","https://api.spotify.com/v1/tracks/0BiDnJFB3TlRB6aji7jUz3","https://api.spotify.com/v1/audio-analysis/0BiDnJFB3TlRB6aji7jUz3","150523","3","Guatemala","",""
"2","EL LOKERON","[5eumcnUkdmGvkvcsx1WFNG]","0.724","0.689","7","-7.174","0","0.0524","0.5730","0.000007","0.0922","0.936","120.208","audio_features","6X6m4xmdFcz31p1h7Qg68c","spotify:track:6X6m4xmdFcz31p1h7Qg68c","https://api.spotify.com/v1/tracks/6X6m4xmdFcz31p1h7Qg68c","https://api.spotify.com/v1/audio-analysis/6X6m4xmdFcz31p1h7Qg68c","146141","3","Guatemala","",""
"3","DOS DÍAS","[5eumcnUkdmGvkvcsx1WFNG, 12GqGscKJx3aE4t07u7eVZ]","0.745","0.513","1","-9.116","1","0.0870","0.7830","0.000000","0.2160","0.929","109.935","audio_features","5lKFO0PrOC9jmOlPEdjHsL","spotify:track:5lKFO0PrOC9jmOlPEdjHsL","https://api.spotify.com/v1/tracks/5lKFO0PrOC9jmOlPEdjHsL","https://api.spotify.com/v1/audio-analysis/5lKFO0PrOC9jmOlPEdjHsL","154620","3","Guatemala","",""
"4","Madonna","[0elWFr7TW8piilVRYJUe4P, 3l9G1G9MxH6DaRhwLklaf5]","0.732","0.873","0","-5.965","1","0.0321","0.0449","0.000803","0.3470","0.662","128.029","audio_features","5LhI8m7n8xlQmNe3b7Rwis","spotify:track:5LhI8m7n8xlQmNe3b7Rwis","https://api.spotify.com/v1/tracks/5LhI8m7n8xlQmNe3b7Rwis","https://api.spotify.com/v1/audio-analysis/5LhI8m7n8xlQmNe3b7Rwis","187088","3","Guatemala","",""
"5","NEL","[0ys2OFYzWYB5hRDLCsBqxt]","0.690","0.482","7","-6.335","0","0.2000","0.5230","0.000400","0.0728","0.356","100.029","audio_features","5AH31dDNgxCMGDdxubNNn4","spotify:track:5AH31dDNgxCMGDdxubNNn4","https://api.spotify.com/v1/tracks/5AH31dDNgxCMGDdxubNNn4","https://api.spotify.com/v1/audio-analysis/5AH31dDNgxCMGDdxubNNn4","149074","4","Guatemala","",""
"6","Si Antes Te Hubiera Conocido","[790FomKkXshlbRYZFtlgla]","0.924","0.668","11","-6.795","1","0.0469","0.4460","0.000594","0.0678","0.787","128.027","audio_features","6WatFBLVB0x077xWeoVc2k","spotify:track:6WatFBLVB0x077xWeoVc2k","https://api.spotify.com/v1/tracks/6WatFBLVB0x077xWeoVc2k","https://api.spotify.com/v1/audio-analysis/6WatFBLVB0x077xWeoVc2k","195824","4","Guatemala","",""
"7","LA PATRULLA","[12GqGscKJx3aE4t07u7eVZ, 6pV5zH2LzjOUHaAvENdMMa]","0.722","0.740","6","-7.220","0","0.0630","0.6800","0.000033","0.1760","0.893","132.731","audio_features","2aYZaN5SmkRDLsrrV8GkBQ","spotify:track:2aYZaN5SmkRDLsrrV8GkBQ","https://api.spotify.com/v1/tracks/2aYZaN5SmkRDLsrrV8GkBQ","https://api.spotify.com/v1/audio-analysis/2aYZaN5SmkRDLsrrV8GkBQ","130615","3","Guatemala","",""
"8","HOLLYWOOD","[12GqGscKJx3aE4t07u7eVZ, 4Rh80sXmcG4xDP1r6dTNiQ]","0.707","0.683","3","-7.598","0","0.1910","0.7000","0.000006","0.1340","0.545","94.979","audio_features","5GTBdEjZe7zEDp1N0eCZE4","spotify:track:5GTBdEjZe7zEDp1N0eCZE4","https://api.spotify.com/v1/tracks/5GTBdEjZe7zEDp1N0eCZE4","https://api.spotify.com/v1/audio-analysis/5GTBdEjZe7zEDp1N0eCZE4","284864","3","Guatemala","",""
"9","ESCAPATE","[5eumcnUkdmGvkvcsx1WFNG, 2rmkQLzj0k4nZdQehOUByO]","0.818","0.447","5","-10.247","0","0.0470","0.5140","0.000081","0.1870","0.693","120.090","audio_features","6HrALJOMsfPCCbUo5cJCON","spotify:track:6HrALJOMsfPCCbUo5cJCON","https://api.spotify.com/v1/tracks/6HrALJOMsfPCCbUo5cJCON","https://api.spotify.com/v1/audio-analysis/6HrALJOMsfPCCbUo5cJCON","145184","1","Guatemala","",""
"10","EL AMOR DE SU VIDA","[6XkjpgcEsYab502Vr1bBeW, 1dKdetem2xEmjgvyymzytS]","0.616","0.834","9","-3.069","1","0.0664","0.0600","0.000000","0.3380","0.746","151.701","audio_features","0O3U5iwTbiXCREMkvotJuN","spotify:track:0O3U5iwTbiXCREMkvotJuN","https://api.spotify.com/v1/tracks/0O3U5iwTbiXCREMkvotJuN","https://api.spotify.com/v1/audio-analysis/0O3U5iwTbiXCREMkvotJuN","165848","4","Guatemala","",""
"11","AY MAMÁ","[5eumcnUkdmGvkvcsx1WFNG, 6XkjpgcEsYab502Vr1bBeW]","0.666","0.764","4","-6.297","0","0.1160","0.3660","0.000000","0.3470","0.729","148.853","audio_features","2lAUq68F2bt7Kc218n9FPp","spotify:track:2lAUq68F2bt7Kc218n9FPp","https://api.spotify.com/v1/tracks/2lAUq68F2bt7Kc218n9FPp","https://api.spotify.com/v1/audio-analysis/2lAUq68F2bt7Kc218n9FPp","163115","4","Guatemala","",""
"12","Presidente","[6Sbl0NT50roqWvy746MfVf, 0elWFr7TW8piilVRYJUe4P, 0pePYDrJGk8gqMRbXrLJC8, 6pV5zH2LzjOUHaAvENdMMa]","0.732","0.827","11","-4.152","1","0.0585","0.1230","0.000000","0.1170","0.584","105.145","audio_features","4OLT65TRsOx3Iv1TlCcQVb","spotify:track:4OLT65TRsOx3Iv1TlCcQVb","https://api.spotify.com/v1/tracks/4OLT65TRsOx3Iv1TlCcQVb","https://api.spotify.com/v1/audio-analysis/4OLT65TRsOx3Iv1TlCcQVb","181065","1","Guatemala","",""
"13","Si No Quieres No","[0pePYDrJGk8gqMRbXrLJC8, 6pV5zH2LzjOUHaAvENdMMa]","0.786","0.786","4","-6.372","0","0.0512","0.4450","0.000002","0.0947","0.611","100.123","audio_features","1C84d9abZVKWHT2YYpoean","spotify:track:1C84d9abZVKWHT2YYpoean","https://api.spotify.com/v1/tracks/1C84d9abZVKWHT2YYpoean","https://api.spotify.com/v1/audio-analysis/1C84d9abZVKWHT2YYpoean","147011","1","Guatemala","",""
"14","LUNA","[2LRoIwlKmHjgvigdNGBHNo, 7jAs1uPnpfNmT6e5qtEPxq]","0.774","0.860","7","-2.888","0","0.1300","0.1310","0.000000","0.1160","0.446","100.019","audio_features","7bywjHOc0wSjGGbj04XbVi","spotify:track:7bywjHOc0wSjGGbj04XbVi","https://api.spotify.com/v1/tracks/7bywjHOc0wSjGGbj04XbVi","https://api.spotify.com/v1/audio-analysis/7bywjHOc0wSjGGbj04XbVi","196800","4","Guatemala","",""
"15","+57","[790FomKkXshlbRYZFtlgla, 2LRoIwlKmHjgvigdNGBHNo, 6ndLrsgT3MV5CNxIrW71fw, 3m5qlPf2OkihLz3dRYnkPA, 1vyhD5VmyZ7KMfW5gqLgo5, 1r4hJ1h58CWwUQe3MxPuau, 7j6DKwmjbxvpQO8h914uEz, 1TA5sGRlKUJXBN4ZyJuDIX]","0.848","0.712","1","-3.574","0","0.0981","0.2210","0.000000","0.1060","0.692","91.980","audio_features","3mg9jYNC1NihbthlglzrWP","spotify:track:3mg9jYNC1NihbthlglzrWP","https://api.spotify.com/v1/tracks/3mg9jYNC1NihbthlglzrWP","https://api.spotify.com/v1/audio-analysis/3mg9jYNC1NihbthlglzrWP","298131","4","Guatemala","",""
"16","DEGENERE 👑 (feat. benny blanco)","[7iK8PXO48WeuP03g8YR51W, 5CiGnKThu5ctn9pBxv7DGa]","0.744","0.709","6","-5.778","0","0.2840","0.0501","0.000000","0.0847","0.712","194.055","audio_features","0qeIFEGRQqHoaJtLCl0U73","spotify:track:0qeIFEGRQqHoaJtLCl0U73","https://api.spotify.com/v1/tracks/0qeIFEGRQqHoaJtLCl0U73","https://api.spotify.com/v1/audio-analysis/0qeIFEGRQqHoaJtLCl0U73","130880","4","Guatemala","",""
