"id","title","artists_id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","country"
"38","סתלבט בקיבוץ","[1CD5WWtF6AFUq6BTY20I4k, 6ltKIf1bortd0DQbpgKdQu]","0.671","0.724","8","-8.799","1","0.0879","0.58800","0.000031","0.4700","0.941","167.998","audio_features","2G1o9Mq8KpamOwJPZLuJc7","spotify:track:2G1o9Mq8KpamOwJPZLuJc7","https://api.spotify.com/v1/tracks/2G1o9Mq8KpamOwJPZLuJc7","https://api.spotify.com/v1/audio-analysis/2G1o9Mq8KpamOwJPZLuJc7","216810","4","Israel"
"39","מלודי","[24HI9hevLjIQtj7xp2CeHs]","0.493","0.518","8","-7.440","0","0.0311","0.56300","0.000000","0.0755","0.235","102.057","audio_features","0hdDyhwaJpNW5nsJC3qYPe","spotify:track:0hdDyhwaJpNW5nsJC3qYPe","https://api.spotify.com/v1/tracks/0hdDyhwaJpNW5nsJC3qYPe","https://api.spotify.com/v1/audio-analysis/0hdDyhwaJpNW5nsJC3qYPe","207000","4","Israel"
"40","That’s So True","[4tuJ0bMpJh08umKkEXKUI5]","0.554","0.808","1","-4.169","1","0.0368","0.21400","0.000000","0.1590","0.372","108.548","audio_features","7ne4VBA60CxGM75vw0EYad","spotify:track:7ne4VBA60CxGM75vw0EYad","https://api.spotify.com/v1/tracks/7ne4VBA60CxGM75vw0EYad","https://api.spotify.com/v1/audio-analysis/7ne4VBA60CxGM75vw0EYad","166300","4","Israel"
"41","שמש","[78u2puZeKJRYIfNHkx2Jdh, 0T0COcAFHD9oZ704HbZr2A]","0.551","0.680","11","-6.866","0","0.0383","0.44100","0.000109","0.4090","0.387","79.979","audio_features","2ve80cifNREUQiY6g2d6h6","spotify:track:2ve80cifNREUQiY6g2d6h6","https://api.spotify.com/v1/tracks/2ve80cifNREUQiY6g2d6h6","https://api.spotify.com/v1/audio-analysis/2ve80cifNREUQiY6g2d6h6","214756","4","Israel"
"42","ראיתי עולם","[1IAEef07H0fd9aA8aUHUlL, 01r7peBt7lJhz42nE04rpM]","0.666","0.562","2","-8.060","0","0.1180","0.47900","0.000000","0.1940","0.266","87.931","audio_features","17Gbwxyhsj0dznw9DSruNC","spotify:track:17Gbwxyhsj0dznw9DSruNC","https://api.spotify.com/v1/tracks/17Gbwxyhsj0dznw9DSruNC","https://api.spotify.com/v1/audio-analysis/17Gbwxyhsj0dznw9DSruNC","189000","4","Israel"
"43","נתראה בגלגול הבא","[2JQK9mzxqKz16lSgICHDTx]","0.511","0.396","6","-13.945","0","0.0389","0.18400","0.510000","0.6800","0.197","111.506","audio_features","1saT4tObMScARIwT4wTv0W","spotify:track:1saT4tObMScARIwT4wTv0W","https://api.spotify.com/v1/tracks/1saT4tObMScARIwT4wTv0W","https://api.spotify.com/v1/audio-analysis/1saT4tObMScARIwT4wTv0W","213720","3","Israel"
"44","אני לא מפסיק להתרגש ממך","[72UMGUwvrkXSesefytfLWy]","0.530","0.697","10","-4.157","0","0.0273","0.36500","0.000000","0.2730","0.668","81.991","audio_features","4rQOpu34WFMZFGaoHcO8d0","spotify:track:4rQOpu34WFMZFGaoHcO8d0","https://api.spotify.com/v1/tracks/4rQOpu34WFMZFGaoHcO8d0","https://api.spotify.com/v1/audio-analysis/4rQOpu34WFMZFGaoHcO8d0","212349","4","Israel"
"45","לילות וקללות","[1IAEef07H0fd9aA8aUHUlL]","0.372","0.350","11","-8.325","1","0.0361","0.60500","0.000000","0.2380","0.251","171.473","audio_features","4dELL8S6XVMibwBkjJACF1","spotify:track:4dELL8S6XVMibwBkjJACF1","https://api.spotify.com/v1/tracks/4dELL8S6XVMibwBkjJACF1","https://api.spotify.com/v1/audio-analysis/4dELL8S6XVMibwBkjJACF1","204447","3","Israel"
"46","Move","[2loEsOijJ6XiGzWYFXMIRk, 6XjgqvaVLUib6lCerbZrYD, 26WKgv73kRHD0gEDKD1i8j, 2yyaNPcdxZcn4iutCcLMaC, 37lTKHi901VnwngQ7C8noT]","0.727","0.782","8","-8.529","0","0.0420","0.05630","0.336000","0.2250","0.655","119.992","audio_features","1BJJbSX6muJVF2AK7uH1x4","spotify:track:1BJJbSX6muJVF2AK7uH1x4","https://api.spotify.com/v1/tracks/1BJJbSX6muJVF2AK7uH1x4","https://api.spotify.com/v1/audio-analysis/1BJJbSX6muJVF2AK7uH1x4","177599","4","Israel"
"47","אין לי מקום אחר","[6VdxGMRiiFQhI8F0FkuQZg]","0.446","0.403","8","-7.585","0","0.0278","0.71500","0.000000","0.5060","0.372","180.069","audio_features","2CUwpTA4gOSouCTyRN1vnE","spotify:track:2CUwpTA4gOSouCTyRN1vnE","https://api.spotify.com/v1/tracks/2CUwpTA4gOSouCTyRN1vnE","https://api.spotify.com/v1/audio-analysis/2CUwpTA4gOSouCTyRN1vnE","205000","3","Israel"
"48","Sailor Song","[1iCnM8foFssWlPRLfAbIwo]","0.494","0.413","11","-10.432","1","0.0254","0.68200","0.000067","0.1930","0.273","94.938","audio_features","2262bWmqomIaJXwCRHr13j","spotify:track:2262bWmqomIaJXwCRHr13j","https://api.spotify.com/v1/tracks/2262bWmqomIaJXwCRHr13j","https://api.spotify.com/v1/audio-analysis/2262bWmqomIaJXwCRHr13j","211979","4","Israel"
"49","רחוק מכולם","[1IAEef07H0fd9aA8aUHUlL]","0.804","0.492","9","-6.609","0","0.0511","0.67400","0.000000","0.0923","0.856","120.063","audio_features","1hTth4TFnHWYWiXglQ6bN2","spotify:track:1hTth4TFnHWYWiXglQ6bN2","https://api.spotify.com/v1/tracks/1hTth4TFnHWYWiXglQ6bN2","https://api.spotify.com/v1/audio-analysis/1hTth4TFnHWYWiXglQ6bN2","175213","4","Israel"
"0","APT.","[3eVa5w3URK5duf6eyVDbu9, 0du5cEVh5yTK9QJze8zA0C]","0.777","0.783","0","-4.477","0","0.2600","0.02830","0.000000","0.3550","0.939","149.027","audio_features","5vNRhkKd0yEAg8suGBpjeY","spotify:track:5vNRhkKd0yEAg8suGBpjeY","https://api.spotify.com/v1/tracks/5vNRhkKd0yEAg8suGBpjeY","https://api.spotify.com/v1/audio-analysis/5vNRhkKd0yEAg8suGBpjeY","169917","4","Japan"
"1","ライラック","[4QvgGvpgzgyUOo8Yp8LDm9]","0.531","0.794","10","-4.363","1","0.0964","0.01760","0.000000","0.0820","0.775","149.923","audio_features","78W4mTLIh4qoLu92W4IQhO","spotify:track:78W4mTLIh4qoLu92W4IQhO","https://api.spotify.com/v1/tracks/78W4mTLIh4qoLu92W4IQhO","https://api.spotify.com/v1/audio-analysis/78W4mTLIh4qoLu92W4IQhO","288200","4","Japan"
"2","Bunny Girl","[2VcWFvgGxVdma52qB5DSDw]","0.729","0.682","5","-8.726","0","0.0593","0.00174","0.000000","0.1970","0.683","159.932","audio_features","5skCbGGAnc7Ns18Figz54h","spotify:track:5skCbGGAnc7Ns18Figz54h","https://api.spotify.com/v1/tracks/5skCbGGAnc7Ns18Figz54h","https://api.spotify.com/v1/audio-analysis/5skCbGGAnc7Ns18Figz54h","217492","4","Japan"
"3","オトノケ - Otonoke","[0pWR7TsFhvSCnbmHDjWgrE]","0.517","0.842","1","-6.905","1","0.3480","0.06200","0.057500","0.1580","0.643","169.745","audio_features","6KYOlIwDHbrbeBbJEtQ0Fj","spotify:track:6KYOlIwDHbrbeBbJEtQ0Fj","https://api.spotify.com/v1/tracks/6KYOlIwDHbrbeBbJEtQ0Fj","https://api.spotify.com/v1/audio-analysis/6KYOlIwDHbrbeBbJEtQ0Fj","185627","4","Japan"
"4","Who","[1oSPZhvZMIrWW5I41kPkkY]","0.660","0.756","0","-3.743","0","0.0320","0.00289","0.000000","0.1930","0.838","116.034","audio_features","7tI8dRuH2Yc6RuoTjxo4dU","spotify:track:7tI8dRuH2Yc6RuoTjxo4dU","https://api.spotify.com/v1/tracks/7tI8dRuH2Yc6RuoTjxo4dU","https://api.spotify.com/v1/audio-analysis/7tI8dRuH2Yc6RuoTjxo4dU","170888","4","Japan"
"5","familie","[4QvgGvpgzgyUOo8Yp8LDm9]","0.670","0.827","9","-4.481","1","0.0797","0.05160","0.000000","0.0357","0.761","95.472","audio_features","4PCQHOJFMV9BWq46UMVf2l","spotify:track:4PCQHOJFMV9BWq46UMVf2l","https://api.spotify.com/v1/tracks/4PCQHOJFMV9BWq46UMVf2l","https://api.spotify.com/v1/audio-analysis/4PCQHOJFMV9BWq46UMVf2l","222714","4","Japan"
"6","ケセラセラ","[4QvgGvpgzgyUOo8Yp8LDm9]","0.756","0.578","6","-4.575","0","0.0327","0.03060","0.000000","0.0534","0.677","115.004","audio_features","0teqQ0PYqVDyyXJuPOyMhu","spotify:track:0teqQ0PYqVDyyXJuPOyMhu","https://api.spotify.com/v1/tracks/0teqQ0PYqVDyyXJuPOyMhu","https://api.spotify.com/v1/audio-analysis/0teqQ0PYqVDyyXJuPOyMhu","272227","4","Japan"
"7","NEW LOOK","[0IwZVmMMGE7nNXS7vN9SIo]","0.516","0.830","2","-4.114","1","0.1340","0.17700","0.000002","0.0921","0.427","136.033","audio_features","2dcUJfnd2BAKS7jUSdlmmO","spotify:track:2dcUJfnd2BAKS7jUSdlmmO","https://api.spotify.com/v1/tracks/2dcUJfnd2BAKS7jUSdlmmO","https://api.spotify.com/v1/audio-analysis/2dcUJfnd2BAKS7jUSdlmmO","196680","4","Japan"
"8","Whiplash","[6YVMFz59CuY7ngCxTxjpxE]","0.863","0.900","10","-2.974","0","0.0448","0.09530","0.021200","0.0786","0.748","126.023","audio_features","3coRPMnFg2dJcPu5RMloa9","spotify:track:3coRPMnFg2dJcPu5RMloa9","https://api.spotify.com/v1/tracks/3coRPMnFg2dJcPu5RMloa9","https://api.spotify.com/v1/audio-analysis/3coRPMnFg2dJcPu5RMloa9","183227","4","Japan"
"9","Same Blue","[5Vo1hnCRmCM6M4thZCInCj]","0.496","0.948","5","-5.788","0","0.0816","0.01550","0.000000","0.1100","0.158","92.026","audio_features","2cupzYHOSLmMqDHRVQfI9j","spotify:track:2cupzYHOSLmMqDHRVQfI9j","https://api.spotify.com/v1/tracks/2cupzYHOSLmMqDHRVQfI9j","https://api.spotify.com/v1/audio-analysis/2cupzYHOSLmMqDHRVQfI9j","237837","3","Japan"
"10","花束","[6rs1KAoQnFalSqSU4LTh8g]","0.519","0.713","2","-3.612","1","0.0324","0.01780","0.000000","0.3530","0.505","159.963","audio_features","3QIAwtEEDOrv0g5NKCGrXZ","spotify:track:3QIAwtEEDOrv0g5NKCGrXZ","https://api.spotify.com/v1/tracks/3QIAwtEEDOrv0g5NKCGrXZ","https://api.spotify.com/v1/audio-analysis/3QIAwtEEDOrv0g5NKCGrXZ","286053","4","Japan"
"11","Bling-Bang-Bang-Born","[0pWR7TsFhvSCnbmHDjWgrE]","0.853","0.822","6","-6.836","0","0.2460","0.08410","0.009850","0.1660","0.746","157.013","audio_features","0kdqcbwei4MDWFEX5f33yG","spotify:track:0kdqcbwei4MDWFEX5f33yG","https://api.spotify.com/v1/tracks/0kdqcbwei4MDWFEX5f33yG","https://api.spotify.com/v1/audio-analysis/0kdqcbwei4MDWFEX5f33yG","168136","4","Japan"
"12","青と夏","[4QvgGvpgzgyUOo8Yp8LDm9]","0.310","0.891","4","-1.660","1","0.0469","0.00157","0.000000","0.2840","0.748","184.886","audio_features","5BC6kr6etk2Y9J62AyI4i3","spotify:track:5BC6kr6etk2Y9J62AyI4i3","https://api.spotify.com/v1/tracks/5BC6kr6etk2Y9J62AyI4i3","https://api.spotify.com/v1/audio-analysis/5BC6kr6etk2Y9J62AyI4i3","270027","4","Japan"
"13","Hai Yorokonde","[3qQKrWwcqJlE4OS4e1ox7x]","0.784","0.682","11","-11.627","0","0.0692","0.07630","0.000101","0.3170","0.826","147.054","audio_features","6woV8uWxn7rcLZxJKYruS1","spotify:track:6woV8uWxn7rcLZxJKYruS1","https://api.spotify.com/v1/tracks/6woV8uWxn7rcLZxJKYruS1","https://api.spotify.com/v1/audio-analysis/6woV8uWxn7rcLZxJKYruS1","161633","4","Japan"
"14","ダンスホール","[4QvgGvpgzgyUOo8Yp8LDm9]","0.736","0.695","7","-3.870","1","0.0468","0.02090","0.000000","0.0517","0.784","109.976","audio_features","4NaaF28BeO9WzjDrSS71Nz","spotify:track:4NaaF28BeO9WzjDrSS71Nz","https://api.spotify.com/v1/tracks/4NaaF28BeO9WzjDrSS71Nz","https://api.spotify.com/v1/audio-analysis/4NaaF28BeO9WzjDrSS71Nz","203150","4","Japan"
"15","I wonder","[71UIOLnsacxQHlU55TvfiH]","0.785","0.618","6","-3.865","1","0.0590","0.51200","0.000000","0.0922","0.866","124.957","audio_features","0voOaunLYYqPHrsgXbFVlW","spotify:track:0voOaunLYYqPHrsgXbFVlW","https://api.spotify.com/v1/tracks/0voOaunLYYqPHrsgXbFVlW","https://api.spotify.com/v1/audio-analysis/0voOaunLYYqPHrsgXbFVlW","158343","4","Japan"
"16","Soranji","[4QvgGvpgzgyUOo8Yp8LDm9]","0.480","0.669","5","-5.168","1","0.0431","0.06930","0.000000","0.1490","0.378","155.890","audio_features","3YML5IHoqWbw9c9vJJvrvM","spotify:track:3YML5IHoqWbw9c9vJJvrvM","https://api.spotify.com/v1/tracks/3YML5IHoqWbw9c9vJJvrvM","https://api.spotify.com/v1/audio-analysis/3YML5IHoqWbw9c9vJJvrvM","343253","4","Japan"
"17","点描の唄","[4QvgGvpgzgyUOo8Yp8LDm9, 71hQB5jxdNiHk5gzZRhicQ]","0.502","0.631","0","-4.612","1","0.0272","0.44700","0.000000","0.1030","0.310","152.015","audio_features","1sIIlVrnPhrvmTrHtzM7tV","spotify:track:1sIIlVrnPhrvmTrHtzM7tV","https://api.spotify.com/v1/tracks/1sIIlVrnPhrvmTrHtzM7tV","https://api.spotify.com/v1/audio-analysis/1sIIlVrnPhrvmTrHtzM7tV","307067","4","Japan"
"18","幾億光年","[63ylN6WBUUxxMsySiDmr0B]","0.558","0.790","6","-4.372","1","0.0411","0.01380","0.000000","0.2240","0.543","95.607","audio_features","4dmruTsdHIOjfOIeaFitXK","spotify:track:4dmruTsdHIOjfOIeaFitXK","https://api.spotify.com/v1/tracks/4dmruTsdHIOjfOIeaFitXK","https://api.spotify.com/v1/audio-analysis/4dmruTsdHIOjfOIeaFitXK","276918","4","Japan"
"19","新しい恋人達に","[6rs1KAoQnFalSqSU4LTh8g]","0.299","0.626","5","-3.985","1","0.0324","0.28700","0.000000","0.0880","0.314","145.404","audio_features","5LclntckGFFGFUVGJk9Z4x","spotify:track:5LclntckGFFGFUVGJk9Z4x","https://api.spotify.com/v1/tracks/5LclntckGFFGFUVGJk9Z4x","https://api.spotify.com/v1/audio-analysis/5LclntckGFFGFUVGJk9Z4x","286547","4","Japan"
"20","高嶺の花子さん","[6rs1KAoQnFalSqSU4LTh8g]","0.540","0.923","9","-2.838","1","0.0623","0.06600","0.000000","0.1240","0.343","137.977","audio_features","2jdbZGFp8KVTuk0YxDNL4l","spotify:track:2jdbZGFp8KVTuk0YxDNL4l","https://api.spotify.com/v1/tracks/2jdbZGFp8KVTuk0YxDNL4l","https://api.spotify.com/v1/audio-analysis/2jdbZGFp8KVTuk0YxDNL4l","294813","4","Japan"
"21","Kaiju no Hanauta","[2IUl3m1H1EQ7QfNbNWvgru]","0.335","0.943","2","-3.176","1","0.0670","0.00334","0.000000","0.3240","0.640","75.093","audio_features","1pCcNaCodPssCc8Aq68gPS","spotify:track:1pCcNaCodPssCc8Aq68gPS","https://api.spotify.com/v1/tracks/1pCcNaCodPssCc8Aq68gPS","https://api.spotify.com/v1/audio-analysis/1pCcNaCodPssCc8Aq68gPS","224805","4","Japan"
"22","風神","[2IUl3m1H1EQ7QfNbNWvgru]","0.707","0.639","7","-3.071","1","0.0369","0.02310","0.000000","0.2130","0.698","96.984","audio_features","00GDUNeJd97qjKp2yrx0OC","spotify:track:00GDUNeJd97qjKp2yrx0OC","https://api.spotify.com/v1/tracks/00GDUNeJd97qjKp2yrx0OC","https://api.spotify.com/v1/audio-analysis/00GDUNeJd97qjKp2yrx0OC","235543","4","Japan"
"23","ねっこ","[6wxfx1yhyqjCPYwwxJktR2]","0.460","0.736","5","-7.090","0","0.0709","0.10100","0.000097","0.2750","0.521","94.753","audio_features","4btYb7Tfjw5bQazC6bQXpl","spotify:track:4btYb7Tfjw5bQazC6bQXpl","https://api.spotify.com/v1/tracks/4btYb7Tfjw5bQazC6bQXpl","https://api.spotify.com/v1/audio-analysis/4btYb7Tfjw5bQazC6bQXpl","239729","4","Japan"
"24","Magic","[4QvgGvpgzgyUOo8Yp8LDm9]","0.671","0.758","7","-3.793","1","0.0474","0.06040","0.000000","0.3320","0.537","117.510","audio_features","170XOP1T4MvY9TLTgPw07D","spotify:track:170XOP1T4MvY9TLTgPw07D","https://api.spotify.com/v1/tracks/170XOP1T4MvY9TLTgPw07D","https://api.spotify.com/v1/audio-analysis/170XOP1T4MvY9TLTgPw07D","263107","4","Japan"
"25","水平線","[6rs1KAoQnFalSqSU4LTh8g]","0.424","0.761","10","-3.526","1","0.0305","0.01030","0.000000","0.1450","0.424","145.816","audio_features","3RvdkNMcSy71m0aT6UF9Uf","spotify:track:3RvdkNMcSy71m0aT6UF9Uf","https://api.spotify.com/v1/tracks/3RvdkNMcSy71m0aT6UF9Uf","https://api.spotify.com/v1/audio-analysis/3RvdkNMcSy71m0aT6UF9Uf","288013","4","Japan"
"26","カーテンコール","[0ixzjrK1wkN2zWBXt3VW3W]","0.545","0.905","5","-3.823","1","0.0684","0.10300","0.000000","0.1820","0.735","141.131","audio_features","1nysdCpKAh6yif4JkmoiNy","spotify:track:1nysdCpKAh6yif4JkmoiNy","https://api.spotify.com/v1/tracks/1nysdCpKAh6yif4JkmoiNy","https://api.spotify.com/v1/audio-analysis/1nysdCpKAh6yif4JkmoiNy","243027","4","Japan"
"27","晩餐歌","[1Y5vJqABeI6QI6R95EDV6o]","0.649","0.641","8","-4.665","1","0.0251","0.43300","0.000000","0.1100","0.630","102.983","audio_features","2cxcqKwQtfKq7giphxjzOu","spotify:track:2cxcqKwQtfKq7giphxjzOu","https://api.spotify.com/v1/tracks/2cxcqKwQtfKq7giphxjzOu","https://api.spotify.com/v1/audio-analysis/2cxcqKwQtfKq7giphxjzOu","215853","4","Japan"
"28","INZM","[4XFkDALFTsSHVnRtJSsaMN]","0.710","0.813","0","-5.009","1","0.2190","0.01090","0.000000","0.1770","0.558","113.005","audio_features","1JdUw14vtWg9Vt4aRfHqwl","spotify:track:1JdUw14vtWg9Vt4aRfHqwl","https://api.spotify.com/v1/tracks/1JdUw14vtWg9Vt4aRfHqwl","https://api.spotify.com/v1/audio-analysis/1JdUw14vtWg9Vt4aRfHqwl","214242","4","Japan"
"29","GOAT","[4XFkDALFTsSHVnRtJSsaMN]","0.664","0.911","9","-2.843","1","0.3120","0.03070","0.000000","0.1400","0.741","179.971","audio_features","7rA2RuTx1dHadrZcoKh8O9","spotify:track:7rA2RuTx1dHadrZcoKh8O9","https://api.spotify.com/v1/tracks/7rA2RuTx1dHadrZcoKh8O9","https://api.spotify.com/v1/audio-analysis/7rA2RuTx1dHadrZcoKh8O9","160795","4","Japan"
"30","CRAZY","[4SpbR6yFEvexJuaBpgAU5p]","0.802","0.899","11","-2.223","0","0.1260","0.00953","0.000291","0.1010","0.531","130.047","audio_features","4gxEY3Mh5FZZDAJAKPNrCS","spotify:track:4gxEY3Mh5FZZDAJAKPNrCS","https://api.spotify.com/v1/tracks/4gxEY3Mh5FZZDAJAKPNrCS","https://api.spotify.com/v1/audio-analysis/4gxEY3Mh5FZZDAJAKPNrCS","164554","4","Japan"
"31","HAPPY BIRTHDAY","[6rs1KAoQnFalSqSU4LTh8g]","0.482","0.602","11","-4.365","1","0.0303","0.07020","0.000000","0.0677","0.535","145.988","audio_features","4FMz2RFrbDGzJO7K4D0vS3","spotify:track:4FMz2RFrbDGzJO7K4D0vS3","https://api.spotify.com/v1/tracks/4FMz2RFrbDGzJO7K4D0vS3","https://api.spotify.com/v1/audio-analysis/4FMz2RFrbDGzJO7K4D0vS3","258333","4","Japan"
"32","Dear ex-girlfriends","[6sX1XKgDIiAcVZof0SgWUe]","0.651","0.844","1","-4.663","0","0.0365","0.04170","0.000000","0.2090","0.759","121.974","audio_features","2vt1UH1cjwwDFCeo7qS5VN","spotify:track:2vt1UH1cjwwDFCeo7qS5VN","https://api.spotify.com/v1/tracks/2vt1UH1cjwwDFCeo7qS5VN","https://api.spotify.com/v1/audio-analysis/2vt1UH1cjwwDFCeo7qS5VN","248613","4","Japan"
"33","アイドル","[64tJ2EAv1R6UaZqc4iOCyj]","0.457","0.941","10","-2.692","0","0.0917","0.10500","0.000001","0.4370","0.876","165.783","audio_features","1hAloWiinXLPQUJxrJReb1","spotify:track:1hAloWiinXLPQUJxrJReb1","https://api.spotify.com/v1/tracks/1hAloWiinXLPQUJxrJReb1","https://api.spotify.com/v1/audio-analysis/1hAloWiinXLPQUJxrJReb1","211733","4","Japan"
"34","I'll Be There","[5vV3bFXnN6D6N3Nj4xRvaV]","0.538","0.738","10","-2.412","1","0.0445","0.03510","0.000000","0.0898","0.736","148.887","audio_features","2Qcbspnftnon37jibwyvMU","spotify:track:2Qcbspnftnon37jibwyvMU","https://api.spotify.com/v1/tracks/2Qcbspnftnon37jibwyvMU","https://api.spotify.com/v1/audio-analysis/2Qcbspnftnon37jibwyvMU","181678","4","Japan"
"35","Magnetic","[36cgvBn0aadzOijnjjwqMN]","0.797","0.668","6","-5.819","1","0.0687","0.25700","0.000000","0.0876","0.690","131.067","audio_features","1aKvZDoLGkNMxoRYgkckZG","spotify:track:1aKvZDoLGkNMxoRYgkckZG","https://api.spotify.com/v1/tracks/1aKvZDoLGkNMxoRYgkckZG","https://api.spotify.com/v1/audio-analysis/1aKvZDoLGkNMxoRYgkckZG","160688","4","Japan"
"36","IYKYK","[0LOK81e9H5lr61HlGGHqwA]","0.708","0.847","6","-5.969","0","0.0623","0.02550","0.000002","0.3600","0.706","129.877","audio_features","0Gl9pXfGTU8eAnEbcka6AV","spotify:track:0Gl9pXfGTU8eAnEbcka6AV","https://api.spotify.com/v1/tracks/0Gl9pXfGTU8eAnEbcka6AV","https://api.spotify.com/v1/audio-analysis/0Gl9pXfGTU8eAnEbcka6AV","180000","4","Japan"
"37","コロンブス","[4QvgGvpgzgyUOo8Yp8LDm9]","0.688","0.894","1","-4.181","0","0.0425","0.02930","0.000000","0.1290","0.937","106.983","audio_features","3ECvJ97WjbbaTsCZ64pwgI","spotify:track:3ECvJ97WjbbaTsCZ64pwgI","https://api.spotify.com/v1/tracks/3ECvJ97WjbbaTsCZ64pwgI","https://api.spotify.com/v1/audio-analysis/3ECvJ97WjbbaTsCZ64pwgI","227178","4","Japan"
"38","インフェルノ","[4QvgGvpgzgyUOo8Yp8LDm9]","0.533","0.918","4","-2.095","1","0.0616","0.00894","0.000000","0.6430","0.662","92.504","audio_features","2vOAHp8PBBFYqvQUWSoITY","spotify:track:2vOAHp8PBBFYqvQUWSoITY","https://api.spotify.com/v1/tracks/2vOAHp8PBBFYqvQUWSoITY","https://api.spotify.com/v1/audio-analysis/2vOAHp8PBBFYqvQUWSoITY","211600","4","Japan"
"39","BON","[4XFkDALFTsSHVnRtJSsaMN]","0.751","0.764","10","-6.555","0","0.2650","0.01030","0.000000","0.0653","0.650","88.035","audio_features","3FzRKDirkUsApk11WEz1wz","spotify:track:3FzRKDirkUsApk11WEz1wz","https://api.spotify.com/v1/tracks/3FzRKDirkUsApk11WEz1wz","https://api.spotify.com/v1/audio-analysis/3FzRKDirkUsApk11WEz1wz","203029","4","Japan"
"40","アポリア","[4UK2Lzi6fBfUi9rpDt6cik]","0.826","0.502","2","-7.038","1","0.0430","0.17100","0.000057","0.0891","0.818","114.978","audio_features","7ugSlmtBWNMAgTpdvBPcIh","spotify:track:7ugSlmtBWNMAgTpdvBPcIh","https://api.spotify.com/v1/tracks/7ugSlmtBWNMAgTpdvBPcIh","https://api.spotify.com/v1/audio-analysis/7ugSlmtBWNMAgTpdvBPcIh","230209","4","Japan"
"41","ファタール - Fatal","[7AUc6z9aVJftqLkiWdQ1ew, 3KJigfhLjMfuE2HXsgXbln, 7mvhRvEAHiCTQHUnH7fgnv]","0.636","0.937","5","-3.171","0","0.1600","0.02830","0.000000","0.2650","0.766","156.000","audio_features","7gJD9BarjoFwL2BNQ0rpWT","spotify:track:7gJD9BarjoFwL2BNQ0rpWT","https://api.spotify.com/v1/tracks/7gJD9BarjoFwL2BNQ0rpWT","https://api.spotify.com/v1/audio-analysis/7gJD9BarjoFwL2BNQ0rpWT","219200","4","Japan"
"42","がらくた - JUNK","[1snhtMLeb2DYoMOcVbb8iB]","0.570","0.700","7","-6.605","1","0.0380","0.34200","0.001100","0.1600","0.421","79.003","audio_features","52ItXyP098zb8OR4na4iQk","spotify:track:52ItXyP098zb8OR4na4iQk","https://api.spotify.com/v1/tracks/52ItXyP098zb8OR4na4iQk","https://api.spotify.com/v1/audio-analysis/52ItXyP098zb8OR4na4iQk","237600","4","Japan"
"43","ロマンチシズム","[4QvgGvpgzgyUOo8Yp8LDm9]","0.598","0.878","10","-3.144","1","0.0634","0.00380","0.000000","0.0468","0.901","125.529","audio_features","0JcI7OdALbpSFkyKoufRYs","spotify:track:0JcI7OdALbpSFkyKoufRYs","https://api.spotify.com/v1/tracks/0JcI7OdALbpSFkyKoufRYs","https://api.spotify.com/v1/audio-analysis/0JcI7OdALbpSFkyKoufRYs","213613","4","Japan"
"44","TAIDADA","[38WbKH6oKAZskBhqDFA8Uj]","0.674","0.962","10","-2.747","0","0.1400","0.09720","0.000000","0.1240","0.828","143.894","audio_features","4cPwi7lcWxRQNEb4xC77fC","spotify:track:4cPwi7lcWxRQNEb4xC77fC","https://api.spotify.com/v1/tracks/4cPwi7lcWxRQNEb4xC77fC","https://api.spotify.com/v1/audio-analysis/4cPwi7lcWxRQNEb4xC77fC","226027","4","Japan"
"45","Seven (feat. Latto) (Explicit Ver.)","[6HaGTQPmzraVmaVxvz6EUc, 3MdXrJWsbVzdn6fe5JYkSQ]","0.790","0.831","11","-4.185","1","0.0440","0.31200","0.000000","0.0797","0.872","124.987","audio_features","2HRgqmZQC0MC7GeNuDIXHN","spotify:track:2HRgqmZQC0MC7GeNuDIXHN","https://api.spotify.com/v1/tracks/2HRgqmZQC0MC7GeNuDIXHN","https://api.spotify.com/v1/audio-analysis/2HRgqmZQC0MC7GeNuDIXHN","183551","4","Japan"
"46","僕のこと","[4QvgGvpgzgyUOo8Yp8LDm9]","0.439","0.708","7","-3.825","1","0.0528","0.01290","0.000000","0.1470","0.454","160.027","audio_features","0tnhoHUrHfcLi9hPknUFZ4","spotify:track:0tnhoHUrHfcLi9hPknUFZ4","https://api.spotify.com/v1/tracks/0tnhoHUrHfcLi9hPknUFZ4","https://api.spotify.com/v1/audio-analysis/0tnhoHUrHfcLi9hPknUFZ4","321307","4","Japan"
"47","Ai To U","[72owWXEwmyfKq3ajrajPAN]","0.795","0.687","0","-4.882","1","0.0843","0.00872","0.001450","0.0344","0.805","154.012","audio_features","1As0ovp1JGYw6QD9gSvDi2","spotify:track:1As0ovp1JGYw6QD9gSvDi2","https://api.spotify.com/v1/tracks/1As0ovp1JGYw6QD9gSvDi2","https://api.spotify.com/v1/audio-analysis/1As0ovp1JGYw6QD9gSvDi2","203093","4","Japan"
